price,date_sold,suburb,num_bath,num_bed,num_parking,property_size,type,suburb_population,suburb_median_income,suburb_sqkm,suburb_lat,suburb_lng,suburb_elevation,cash_rate,property_inflation_index,km_from_cbd
770888,28/4/16,Wyong,2,5,3,1367,House,4326,25480,11.434,-33.27889,151.43056,3,2,155.2,68.18
860000,29/4/16,Bossley Park,2,4,2,590,House,14585,25012,4.536,-33.86202,150.88392,56,2,155.2,30.17
1580000,30/4/16,Petersham,2,3,1,237,House,8116,52884,1.287,-33.89452,151.1556,41,2,155.2,5.99
1510000,30/4/16,Petersham,1,4,0,177,House,8116,52884,1.287,-33.89452,151.1556,41,2,155.2,5.99
988000,30/4/16,Como,1,2,2,575,House,3977,49296,1.598,-34.00258,151.0648,42,2,155.2,20.31
985000,30/4/16,Bossley Park,3,4,2,600,House,14585,25012,4.536,-33.86202,150.88392,56,2,155.2,30.17
735500,30/4/16,Bossley Park,2,4,1,585,House,14585,25012,4.536,-33.86202,150.88392,56,2,155.2,30.17
7500000,13/5/16,Birchgrove,4,6,4,605,House,3303,78780,0.586,-33.85093,151.18309,24,1.77,155.2,2.94
1275000,13/5/16,Yattalunga,4,5,4,1100,House,551,37076,0.785,-33.46838,151.36601,23,1.77,155.2,46.33
1140000,13/5/16,Rouse Hill,3,5,2,700,House,7965,45812,10.638,-33.67757,150.91278,45,1.77,155.2,34.5
746000,13/5/16,Narellan Vale,2,5,2,620,House,7193,40352,2.481,-34.05177,150.74372,98,1.77,155.2,47.8
570000,13/5/16,South Penrith,1,3,2,633,House,11790,37024,5.06,-33.7734,150.69863,50,1.77,155.2,48.41
522000,13/5/16,Bensville,1,3,3,751,House,2545,36764,4.925,-33.49914,151.39045,27,1.77,155.2,43.91
500000,13/5/16,Wyong,2,3,2,848,House,4326,25480,11.434,-33.27889,151.43056,3,1.77,155.2,68.18
397000,13/5/16,Budgewoi,1,3,1,332,House,3360,29120,2.814,-33.23957,151.56058,3,1.77,155.2,76.65
1675000,14/5/16,Balgowlah Heights,1,3,1,417,House,3342,59228,1.684,-33.8077,151.26552,79,1.77,155.2,8.19
1475000,14/5/16,West Pymble,1,2,2,850,House,5298,48672,3.684,-33.76365,151.12999,80,1.77,155.2,13.47
756000,14/5/16,Edensor Park,2,3,2,572,House,9772,25376,3.096,-33.87884,150.87759,56,1.77,155.2,30.78
597000,14/5/16,Petersham,1,1,1,61,Apartment / Unit / Flat,8116,52884,1.287,-33.89452,151.1556,41,1.77,155.2,5.99
550000,15/5/16,Bradbury,2,3,2,696,House,8800,31980,3.734,-34.08405,150.81805,126,1.77,155.2,43.6
1045000,16/5/16,Forresters Beach,3,4,2,664,House,2900,35932,2.768,-33.40857,151.46938,47,1.77,155.2,56.07
1010000,16/5/16,Bondi,1,2,1,81,Apartment / Unit / Flat,10045,57356,0.865,-33.89314,151.26703,61,1.77,155.2,6.13
851000,16/5/16,Como,1,2,1,629,House,3977,49296,1.598,-34.00258,151.0648,42,1.77,155.2,20.31
1315000,17/5/16,Sandy Point,4,5,4,650,House,590,48880,0.399,-33.97576,150.99327,32,1.77,155.2,23.49
1070000,17/5/16,Wagstaffe,2,4,6,641,House,222,41964,0.398,-33.52349,151.34031,47,1.77,155.2,39.78
790000,17/5/16,Oran Park,2,4,2,450,House,4765,50336,13.744,-33.99074,150.74247,81,1.77,155.2,45.41
630000,17/5/16,South Penrith,2,4,2,629,House,11790,37024,5.06,-33.7734,150.69863,50,1.77,155.2,48.41
500000,17/5/16,Budgewoi,2,4,2,563,House,3360,29120,2.814,-33.23957,151.56058,3,1.77,155.2,76.65
405000,17/5/16,Oran Park,0,0,0,450,Vacant land,4765,50336,13.744,-33.99074,150.74247,81,1.77,155.2,45.41
2000000,18/5/16,Kyle Bay,2,6,4,778,House,1035,47528,0.369,-33.98937,151.10096,12,1.77,155.2,17.07
1440000,18/5/16,Narraweena,1,3,4,645,House,6608,34008,1.776,-33.75,151.27239,83,1.77,155.2,14.02
390000,18/5/16,Wiley Park,1,2,1,88,Apartment / Unit / Flat,10126,23036,1.362,-33.9234,151.06765,39,1.77,155.2,14.66
820000,19/5/16,Oran Park,2,4,2,540,House,4765,50336,13.744,-33.99074,150.74247,81,1.77,155.2,45.41
675000,19/5/16,The Ponds,0,0,0,455,Vacant land,11731,53716,4.654,-33.70612,150.90622,54,1.77,155.2,33.2
455000,19/5/16,Riverstone,0,0,0,1669,Vacant land,7247,36764,22.465,-33.66886,150.85969,28,1.77,155.2,39.07
7840000,20/5/16,Asquith,1,3,1,4375,House,3376,40924,3.502,-33.68827,151.11987,153,1.77,155.2,21.32
1430000,20/5/16,Point Piper,1,2,1,90,Apartment / Unit / Flat,1424,88816,0.386,-33.86505,151.25332,11,1.77,155.2,4.02
1254000,20/5/16,Como,1,3,2,638,House,3977,49296,1.598,-34.00258,151.0648,42,1.77,155.2,20.31
785000,20/5/16,Forresters Beach,3,4,2,651,House,2900,35932,2.768,-33.40857,151.46938,47,1.77,155.2,56.07
725000,20/5/16,Edensor Park,1,4,3,568,House,9772,25376,3.096,-33.87884,150.87759,56,1.77,155.2,30.78
700000,20/5/16,Doonside,2,4,2,600,House,13451,27612,5.958,-33.76242,150.87007,44,1.77,155.2,33.46
510000,20/5/16,Forresters Beach,1,2,1,721,House,2900,35932,2.768,-33.40857,151.46938,47,1.77,155.2,56.07
1805000,21/5/16,Botany,3,5,2,413,House,10817,46800,3.211,-33.94907,151.19881,6,1.77,155.2,9.37
1435000,21/5/16,Narraweena,2,3,1,556,House,6608,34008,1.776,-33.75,151.27239,83,1.77,155.2,14.02
545000,21/5/16,Waitara,1,1,1,99,Apartment / Unit / Flat,5941,43524,0.762,-33.70949,151.1061,182,1.77,155.2,19.76
2300000,23/5/16,Blackwall,3,4,2,960,House,1888,31148,1.143,-33.50518,151.33518,80,1.77,155.2,41.58
675000,23/5/16,Oran Park,2,4,2,400,House,4765,50336,13.744,-33.99074,150.74247,81,1.77,155.2,45.41
570000,23/5/16,Bensville,2,3,1,538,House,2545,36764,4.925,-33.49914,151.39045,27,1.77,155.2,43.91
377000,23/5/16,Oran Park,0,0,0,437,Vacant land,4765,50336,13.744,-33.99074,150.74247,81,1.77,155.2,45.41
1450000,25/5/16,Botany,1,3,1,468,House,10817,46800,3.211,-33.94907,151.19881,6,1.77,155.2,9.37
1250000,25/5/16,Pennant Hills,1,4,2,676,House,7287,43472,6.123,-33.73636,151.07741,168,1.77,155.2,18.83
1120000,25/5/16,Lurnea,1,3,2,1208,House,9311,22724,2.504,-33.93623,150.89729,34,1.77,155.2,29.97
970000,25/5/16,The Ponds,2,4,2,465,House,11731,53716,4.654,-33.70612,150.90622,54,1.77,155.2,33.2
825000,25/5/16,Oran Park,2,4,2,544,House,4765,50336,13.744,-33.99074,150.74247,81,1.77,155.2,45.41
1900000,26/5/16,Penshurst,3,4,3,565,House,12786,34684,2.516,-33.96482,151.08475,62,1.77,155.2,16.01
1880080,26/5/16,Castle Cove,2,4,2,765,House,2554,50856,2.343,-33.78592,151.21481,78,1.77,155.2,8.8
1605500,27/5/16,East Lindfield,2,3,1,836,House,3711,47788,2.331,-33.76741,151.18832,107,1.77,155.2,11.02
1440000,27/5/16,Magenta,3,4,2,646,House,205,46072,6.46,-33.30304,151.53201,16,1.77,155.2,69.15
1250000,27/5/16,The Ponds,2,5,2,593,House,11731,53716,4.654,-33.70612,150.90622,54,1.77,155.2,33.2
1200000,27/5/16,Rouse Hill,3,4,2,880,House,7965,45812,10.638,-33.67757,150.91278,45,1.77,155.2,34.5
820000,27/5/16,Mount Druitt,1,3,1,651,House,16726,26000,6.256,-33.76791,150.8136,48,1.77,155.2,38.24
773500,27/5/16,Riverstone,1,3,1,1012,House,7247,36764,22.465,-33.66886,150.85969,28,1.77,155.2,39.07
700000,27/5/16,Ingleburn,1,4,1,645,House,15039,33124,12.454,-34.0051,150.8581,41,1.77,155.2,36.04
576000,27/5/16,South Penrith,1,4,1,645,House,11790,37024,5.06,-33.7734,150.69863,50,1.77,155.2,48.41
1785000,28/5/16,Putney,1,3,1,670,House,4107,44876,1.508,-33.8268,151.10602,35,1.77,155.2,10.51
1650000,28/5/16,Eastwood,2,3,1,556,House,17865,30368,5.194,-33.78849,151.08514,75,1.77,155.2,14.34
1633000,28/5/16,East Killara,3,4,2,864,House,2978,38428,3.19,-33.75738,151.18183,78,1.77,155.2,12.23
1620000,28/5/16,Narraweena,2,4,1,613,House,6608,34008,1.776,-33.75,151.27239,83,1.77,155.2,14.02
1265000,28/5/16,Eastwood,1,5,1,664,House,17865,30368,5.194,-33.78849,151.08514,75,1.77,155.2,14.34
1070000,28/5/16,Fairfield Heights,3,6,1,758,House,7517,20696,1.474,-33.86713,150.94148,34,1.77,155.2,24.84
2650000,30/5/16,Tempe,2,3,4,436,House,3556,41600,1.854,-33.92488,151.16476,12,1.77,155.2,7.83
1855000,30/5/16,Russell Lea,2,4,1,443,House,5001,47684,1.02,-33.85841,151.14202,20,1.77,155.2,6.33
1650000,30/5/16,Darlinghurst,2,5,0,117,House,11320,66820,0.857,-33.8794,151.22078,50,1.77,155.2,1.87
925000,30/5/16,The Ponds,2,4,2,295,New House & Land,11731,53716,4.654,-33.70612,150.90622,54,1.77,155.2,33.2
838500,30/5/16,Rouse Hill,2,3,1,300,House,7965,45812,10.638,-33.67757,150.91278,45,1.77,155.2,34.5
695000,30/5/16,Ingleburn,2,5,1,556,House,15039,33124,12.454,-34.0051,150.8581,41,1.77,155.2,36.04
405000,30/5/16,Oran Park,0,0,0,420,Vacant land,4765,50336,13.744,-33.99074,150.74247,81,1.77,155.2,45.41
350000,30/5/16,Darlinghurst,1,0,0,29,Apartment / Unit / Flat,11320,66820,0.857,-33.8794,151.22078,50,1.77,155.2,1.87
955000,31/5/16,Rouse Hill,2,5,2,571,House,7965,45812,10.638,-33.67757,150.91278,45,1.77,155.2,34.5
440000,31/5/16,Ingleburn,1,3,1,92,Villa,15039,33124,12.454,-34.0051,150.8581,41,1.77,155.2,36.04
935000,14/6/16,Woodcroft,3,5,2,500,House,6440,40768,1.693,-33.75523,150.88065,38,1.75,159.3,32.83
4000000,15/6/16,Lane Cove North,1,3,2,1163,House,11436,57408,2.363,-33.8057,151.16111,56,1.75,159.3,7.99
2650000,15/6/16,Bondi,2,4,2,400,House,10045,57356,0.865,-33.89314,151.26703,61,1.75,159.3,6.13
2000000,15/6/16,Lane Cove North,1,2,2,556,House,11436,57408,2.363,-33.8057,151.16111,56,1.75,159.3,7.99
605000,15/6/16,Casula,1,3,1,665,House,15662,30368,7.072,-33.95198,150.89671,44,1.75,159.3,30.52
960000,16/6/16,The Ponds,2,4,2,450,House,11731,53716,4.654,-33.70612,150.90622,54,1.75,159.3,33.2
649000,16/6/16,North Strathfield,2,2,1,98,Apartment / Unit / Flat,4767,42952,1.036,-33.85783,151.08877,23,1.75,159.3,11.24
1280000,17/6/16,Lewisham,1,3,0,164,House,3164,48204,0.642,-33.8953,151.14668,25,1.75,159.3,6.74
1240000,17/6/16,Eastlakes,2,3,1,183,House,6912,25740,2.003,-33.93108,151.21145,18,1.75,159.3,7.32
675000,17/6/16,Casula,2,4,2,311,Duplex,15662,30368,7.072,-33.95198,150.89671,44,1.75,159.3,30.52
3250000,18/6/16,Chiswick,2,3,2,644,House,2926,65676,0.514,-33.84987,151.13772,15,1.75,159.3,6.89
2320000,18/6/16,Chiswick,3,4,3,455,House,2926,65676,0.514,-33.84987,151.13772,15,1.75,159.3,6.89
1795000,18/6/16,West Pymble,2,4,2,923,House,5298,48672,3.684,-33.76365,151.12999,80,1.75,159.3,13.47
1550000,18/6/16,Paddington,1,2,0,89,House,12911,73944,1.627,-33.88334,151.22781,53,1.75,159.3,2.61
905000,18/6/16,Peakhurst,1,2,1,645,House,10539,31876,3.707,-33.96181,151.05799,48,1.75,159.3,17.67
850000,18/6/16,Como,2,4,4,556,House,3977,49296,1.598,-34.00258,151.0648,42,1.75,159.3,20.31
1850000,19/6/16,Botany,3,4,2,451,House,10817,46800,3.211,-33.94907,151.19881,6,1.75,159.3,9.37
455000,19/6/16,Riverstone,0,0,0,453,Vacant land,7247,36764,22.465,-33.66886,150.85969,28,1.75,159.3,39.07
865000,20/6/16,Mount Pritchard,2,5,2,783,House,9955,24128,3.094,-33.90435,150.90114,46,1.75,159.3,28.89
682000,20/6/16,Doonside,2,3,2,450,House,13451,27612,5.958,-33.76242,150.87007,44,1.75,159.3,33.46
700000,21/6/16,Casula,1,3,3,557,House,15662,30368,7.072,-33.95198,150.89671,44,1.75,159.3,30.52
400000,21/6/16,Ingleburn,1,2,1,3016,Villa,15039,33124,12.454,-34.0051,150.8581,41,1.75,159.3,36.04
2050000,22/6/16,Camperdown,2,3,1,236,House,10341,46228,1.517,-33.88889,151.18298,36,1.75,159.3,3.63
1467000,22/6/16,Lewisham,3,4,4,482,House,3164,48204,0.642,-33.8953,151.14668,25,1.75,159.3,6.74
820000,22/6/16,Forresters Beach,2,4,2,866,House,2900,35932,2.768,-33.40857,151.46938,47,1.75,159.3,56.07
2000000,23/6/16,Terrey Hills,4,4,2,790,House,3041,42484,8.447,-33.69099,151.21565,167,1.75,159.3,19.32
716500,23/6/16,Narellan Vale,2,4,3,792,House,7193,40352,2.481,-34.05177,150.74372,98,1.75,159.3,47.8
645000,23/6/16,Wyong,3,4,3,750,House,4326,25480,11.434,-33.27889,151.43056,3,1.75,159.3,68.18
5500000,24/6/16,Westmead,1,3,1,1347,House,16309,40040,2.945,-33.80918,150.98696,41,1.75,159.3,21.55
735000,24/6/16,Forresters Beach,2,3,2,752,House,2900,35932,2.768,-33.40857,151.46938,47,1.75,159.3,56.07
730500,24/6/16,Narellan Vale,3,4,2,550,House,7193,40352,2.481,-34.05177,150.74372,98,1.75,159.3,47.8
717000,24/6/16,Ingleburn,2,4,2,603,House,15039,33124,12.454,-34.0051,150.8581,41,1.75,159.3,36.04
710621,24/6/16,Ingleburn,2,4,2,649,House,15039,33124,12.454,-34.0051,150.8581,41,1.75,159.3,36.04
706000,24/6/16,Wyong,2,4,2,1144,House,4326,25480,11.434,-33.27889,151.43056,3,1.75,159.3,68.18
485000,24/6/16,Ingleburn,1,2,1,162,Townhouse,15039,33124,12.454,-34.0051,150.8581,41,1.75,159.3,36.04
419000,24/6/16,Forresters Beach,1,2,1,682,House,2900,35932,2.768,-33.40857,151.46938,47,1.75,159.3,56.07
1915000,25/6/16,West Pymble,1,5,2,923,House,5298,48672,3.684,-33.76365,151.12999,80,1.75,159.3,13.47
1572000,25/6/16,Paddington,1,2,0,120,Terrace,12911,73944,1.627,-33.88334,151.22781,53,1.75,159.3,2.61
1060000,25/6/16,Carlton,1,3,1,372,House,10722,32656,2.065,-33.97075,151.1214,36,1.75,159.3,14.29
850000,25/6/16,Casula,2,4,2,450,House,15662,30368,7.072,-33.95198,150.89671,44,1.75,159.3,30.52
773500,25/6/16,Edensor Park,1,3,1,572,House,9772,25376,3.096,-33.87884,150.87759,56,1.75,159.3,30.78
740000,25/6/16,Ingleburn,1,3,1,1058,House,15039,33124,12.454,-34.0051,150.8581,41,1.75,159.3,36.04
635000,25/6/16,Fairfield Heights,1,3,1,314,House,7517,20696,1.474,-33.86713,150.94148,34,1.75,159.3,24.84
575000,25/6/16,Berkeley Vale,2,4,1,575,House,8355,33852,6.142,-33.34073,151.42855,10,1.75,159.3,61.6
377500,25/6/16,Wiley Park,1,2,1,75,Apartment / Unit / Flat,10126,23036,1.362,-33.9234,151.06765,39,1.75,159.3,14.66
1305000,27/6/16,Paddington,1,1,0,70,House,12911,73944,1.627,-33.88334,151.22781,53,1.75,159.3,2.61
840000,28/6/16,Prestons,2,4,2,536,House,15313,36244,9.215,-33.94155,150.87334,28,1.75,159.3,32.26
680000,28/6/16,Doonside,2,4,2,450,House,13451,27612,5.958,-33.76242,150.87007,44,1.75,159.3,33.46
625000,28/6/16,Forresters Beach,2,3,1,487,House,2900,35932,2.768,-33.40857,151.46938,47,1.75,159.3,56.07
610000,28/6/16,South Penrith,1,4,1,594,House,11790,37024,5.06,-33.7734,150.69863,50,1.75,159.3,48.41
535000,28/6/16,Berkeley Vale,1,2,2,543,House,8355,33852,6.142,-33.34073,151.42855,10,1.75,159.3,61.6
5900000,29/6/16,Henley,3,4,2,1030,House,469,57928,0.273,-33.84211,151.13803,8,1.75,159.3,7.12
1375000,29/6/16,Toowoon Bay,2,4,2,674,House,530,29588,0.55,-33.36239,151.49762,21,1.75,159.3,61.83
580000,29/6/16,St Clair,1,3,1,736,House,19897,38896,7.204,-33.79794,150.78794,59,1.75,159.3,39.76
1538000,13/7/16,Millers Point,1,2,0,124,House,1482,79300,0.251,-33.85966,151.20425,35,1.75,159.3,0.8
990000,13/7/16,Forresters Beach,3,5,3,715,House,2900,35932,2.768,-33.40857,151.46938,47,1.75,159.3,56.07
640000,13/7/16,St Clair,1,3,6,574,House,19897,38896,7.204,-33.79794,150.78794,59,1.75,159.3,39.76
645000,14/7/16,Narellan Vale,2,4,2,561,House,7193,40352,2.481,-34.05177,150.74372,98,1.75,159.3,47.8
630000,14/7/16,Forresters Beach,1,3,2,607,House,2900,35932,2.768,-33.40857,151.46938,47,1.75,159.3,56.07
598000,14/7/16,Spring Farm,2,3,2,450,House,4307,53196,6.357,-34.06839,150.72519,94,1.75,159.3,50.15
2440000,15/7/16,South Hurstville,6,5,2,525,House,5147,30784,1.042,-33.97767,151.10598,37,1.75,159.3,15.75
570000,15/7/16,Woodcroft,2,3,1,202,Duplex,6440,40768,1.693,-33.75523,150.88065,38,1.75,159.3,32.83
498500,15/7/16,Chipping Norton,2,2,1,106,Apartment / Unit / Flat,9001,35880,7.133,-33.91492,150.95681,9,1.75,159.3,24.05
1610000,16/7/16,East Lindfield,3,4,2,868,House,3711,47788,2.331,-33.76741,151.18832,107,1.75,159.3,11.02
1308000,16/7/16,Camperdown,1,2,0,114,House,10341,46228,1.517,-33.88889,151.18298,36,1.75,159.3,3.63
1186000,16/7/16,Carlton,1,3,2,417,House,10722,32656,2.065,-33.97075,151.1214,36,1.75,159.3,14.29
777500,16/7/16,Prestons,2,4,2,459,House,15313,36244,9.215,-33.94155,150.87334,28,1.75,159.3,32.26
695000,16/7/16,St Leonards,1,1,0,55,Apartment / Unit / Flat,5495,72072,0.801,-33.82233,151.19286,85,1.75,159.3,5
640000,16/7/16,Camperdown,1,0,1,57,Studio,10341,46228,1.517,-33.88889,151.18298,36,1.75,159.3,3.63
570000,16/7/16,South Penrith,1,3,0,790,House,11790,37024,5.06,-33.7734,150.69863,50,1.75,159.3,48.41
2100000,18/7/16,Chipping Norton,4,9,9,1694,House,9001,35880,7.133,-33.91492,150.95681,9,1.75,159.3,24.05
1060000,18/7/16,Peakhurst,4,4,1,341,Duplex,10539,31876,3.707,-33.96181,151.05799,48,1.75,159.3,17.67
750000,18/7/16,Edensor Park,1,3,1,707,House,9772,25376,3.096,-33.87884,150.87759,56,1.75,159.3,30.78
1077000,19/7/16,Forresters Beach,2,4,2,391,House,2900,35932,2.768,-33.40857,151.46938,47,1.75,159.3,56.07
1000000,19/7/16,Chipping Norton,2,4,3,600,House,9001,35880,7.133,-33.91492,150.95681,9,1.75,159.3,24.05
560000,19/7/16,South Penrith,1,3,2,626,House,11790,37024,5.06,-33.7734,150.69863,50,1.75,159.3,48.41
520000,19/7/16,Narellan Vale,1,3,2,555,House,7193,40352,2.481,-34.05177,150.74372,98,1.75,159.3,47.8
395000,19/7/16,Marsden Park,0,0,0,300,Vacant land,1008,32500,23.354,-33.69979,150.81845,36,1.75,159.3,40.63
315000,19/7/16,Berkeley Vale,1,2,1,119,Apartment / Unit / Flat,8355,33852,6.142,-33.34073,151.42855,10,1.75,159.3,61.6
943000,20/7/16,Chipping Norton,2,4,6,746,House,9001,35880,7.133,-33.91492,150.95681,9,1.75,159.3,24.05
850000,20/7/16,Glendenning,3,6,3,517,House,5131,37960,3.572,-33.74778,150.8557,32,1.75,159.3,35.29
749000,20/7/16,Macquarie Park,1,1,1,85,Apartment / Unit / Flat,8144,34216,6.763,-33.7788,151.12627,55,1.75,159.3,12.32
721000,20/7/16,St Clair,3,4,1,629,House,19897,38896,7.204,-33.79794,150.78794,59,1.75,159.3,39.76
693000,20/7/16,Glendenning,2,4,3,552,House,5131,37960,3.572,-33.74778,150.8557,32,1.75,159.3,35.29
670000,20/7/16,Berkeley Vale,2,4,2,547,House,8355,33852,6.142,-33.34073,151.42855,10,1.75,159.3,61.6
560000,20/7/16,Berkeley Vale,2,3,1,689,House,8355,33852,6.142,-33.34073,151.42855,10,1.75,159.3,61.6
2115000,21/7/16,Woollahra,2,3,2,227,House,7405,71500,1.231,-33.88581,151.24417,45,1.75,159.3,3.91
1902500,21/7/16,Rozelle,2,3,1,133,House,8725,75764,1.834,-33.86465,151.17428,17,1.75,159.3,3.3
1000000,21/7/16,Chipping Norton,3,4,2,669,House,9001,35880,7.133,-33.91492,150.95681,9,1.75,159.3,24.05
447000,21/7/16,Lethbridge Park,1,3,1,575,House,4752,24596,1.624,-33.73806,150.80064,45,1.75,159.3,40.43
6850000,22/7/16,Woollahra,5,4,2,456,House,7405,71500,1.231,-33.88581,151.24417,45,1.75,159.3,3.91
3000000,22/7/16,Paddington,3,3,2,177,House,12911,73944,1.627,-33.88334,151.22781,53,1.75,159.3,2.61
1670000,22/7/16,Camperdown,1,3,0,196,House,10341,46228,1.517,-33.88889,151.18298,36,1.75,159.3,3.63
1050000,22/7/16,Chipping Norton,2,3,3,850,House,9001,35880,7.133,-33.91492,150.95681,9,1.75,159.3,24.05
1050000,22/7/16,Chipping Norton,3,5,4,847,House,9001,35880,7.133,-33.91492,150.95681,9,1.75,159.3,24.05
950000,22/7/16,Berowra,1,3,2,841,House,4721,44200,8.297,-33.62806,151.15004,194,1.75,159.3,26.88
833000,22/7/16,Chipping Norton,1,3,2,679,House,9001,35880,7.133,-33.91492,150.95681,9,1.75,159.3,24.05
570000,22/7/16,Berkeley Vale,2,3,2,632,House,8355,33852,6.142,-33.34073,151.42855,10,1.75,159.3,61.6
480000,22/7/16,Marsden Park,0,0,0,420,Vacant land,1008,32500,23.354,-33.69979,150.81845,36,1.75,159.3,40.63
2800000,23/7/16,Woollahra,2,3,1,323,House,7405,71500,1.231,-33.88581,151.24417,45,1.75,159.3,3.91
1137000,23/7/16,Peakhurst,2,5,2,860,House,10539,31876,3.707,-33.96181,151.05799,48,1.75,159.3,17.67
1367000,26/7/16,La Perouse,1,2,3,288,House,399,33124,1.755,-33.99151,151.24014,50,1.75,159.3,14.29
980000,26/7/16,Berowra,3,3,3,917,House,4721,44200,8.297,-33.62806,151.15004,194,1.75,159.3,26.88
880000,26/7/16,Woodcroft,3,5,2,798,House,6440,40768,1.693,-33.75523,150.88065,38,1.75,159.3,32.83
659000,26/7/16,Narellan Vale,2,4,1,523,House,7193,40352,2.481,-34.05177,150.74372,98,1.75,159.3,47.8
2100000,27/7/16,Camperdown,3,3,2,385,House,10341,46228,1.517,-33.88889,151.18298,36,1.75,159.3,3.63
905000,27/7/16,Chipping Norton,2,4,1,740,House,9001,35880,7.133,-33.91492,150.95681,9,1.75,159.3,24.05
685000,27/7/16,Spring Farm,2,4,2,413,House,4307,53196,6.357,-34.06839,150.72519,94,1.75,159.3,50.15
1560000,28/7/16,Rozelle,1,2,0,208,House,8725,75764,1.834,-33.86465,151.17428,17,1.75,159.3,3.3
1200000,28/7/16,Wagstaffe,2,4,3,1137,House,222,41964,0.398,-33.52349,151.34031,47,1.75,159.3,39.78
640000,28/7/16,Doonside,1,3,1,609,House,13451,27612,5.958,-33.76242,150.87007,44,1.75,159.3,33.46
580000,28/7/16,St Clair,1,3,2,627,House,19897,38896,7.204,-33.79794,150.78794,59,1.75,159.3,39.76
535000,28/7/16,Berkeley Vale,1,4,3,550,House,8355,33852,6.142,-33.34073,151.42855,10,1.75,159.3,61.6
1500000,29/7/16,Lane Cove North,1,3,1,726,House,11436,57408,2.363,-33.8057,151.16111,56,1.75,159.3,7.99
1357500,29/7/16,Rozelle,1,2,1,133,House,8725,75764,1.834,-33.86465,151.17428,17,1.75,159.3,3.3
1200000,29/7/16,Hardys Bay,1,2,1,2046,House,227,35828,0.606,-33.52699,151.35541,44,1.75,159.3,39.86
585000,29/7/16,Kariong,1,4,2,473,House,6385,36556,25.793,-33.45559,151.27311,189,1.75,159.3,45.8
500000,29/7/16,Chipping Norton,2,2,1,100,Apartment / Unit / Flat,9001,35880,7.133,-33.91492,150.95681,9,1.75,159.3,24.05
2275000,30/7/16,Paddington,2,3,1,127,House,12911,73944,1.627,-33.88334,151.22781,53,1.75,159.3,2.61
1915000,30/7/16,Rozelle,1,3,2,304,House,8725,75764,1.834,-33.86465,151.17428,17,1.75,159.3,3.3
1727000,30/7/16,Lilyfield,1,3,0,304,House,7616,58916,2.159,-33.87113,151.16107,37,1.75,159.3,4.57
1640000,30/7/16,Peakhurst,2,4,3,735,House,10539,31876,3.707,-33.96181,151.05799,48,1.75,159.3,17.67
1600000,30/7/16,Collaroy Plateau,2,3,1,600,House,4767,45500,1.22,-33.73128,151.28955,96,1.75,159.3,16.58
1590000,30/7/16,Rozelle,2,3,1,139,Terrace,8725,75764,1.834,-33.86465,151.17428,17,1.75,159.3,3.3
1560000,30/7/16,Collaroy Plateau,2,4,2,490,House,4767,45500,1.22,-33.73128,151.28955,96,1.75,159.3,16.58
1403000,30/7/16,Collaroy Plateau,1,3,1,417,House,4767,45500,1.22,-33.73128,151.28955,96,1.75,159.3,16.58
745000,30/7/16,Carlton,2,3,2,169,Apartment / Unit / Flat,10722,32656,2.065,-33.97075,151.1214,36,1.75,159.3,14.29
2305000,13/8/16,Beverly Hills,4,5,2,639,House,10156,30628,2.983,-33.94831,151.07815,49,1.52,159.3,15.28
1755000,13/8/16,Collaroy Plateau,1,4,2,1688,House,4767,45500,1.22,-33.73128,151.28955,96,1.52,159.3,16.58
1646000,13/8/16,Collaroy Plateau,2,5,2,600,House,4767,45500,1.22,-33.73128,151.28955,96,1.52,159.3,16.58
1565000,13/8/16,Lilyfield,1,2,2,303,House,7616,58916,2.159,-33.87113,151.16107,37,1.52,159.3,4.57
1560000,13/8/16,Carlton,3,4,2,519,House,10722,32656,2.065,-33.97075,151.1214,36,1.52,159.3,14.29
815000,13/8/16,Peakhurst,1,3,2,518,House,10539,31876,3.707,-33.96181,151.05799,48,1.52,159.3,17.67
2000000,14/8/16,Lilyfield,3,4,1,185,House,7616,58916,2.159,-33.87113,151.16107,37,1.52,159.3,4.57
795000,15/8/16,Riverstone,1,2,3,1012,House,7247,36764,22.465,-33.66886,150.85969,28,1.52,159.3,39.07
740000,15/8/16,Mount Annan,2,4,2,588,House,11703,43680,10.226,-34.06403,150.76318,115,1.52,159.3,46.81
610000,15/8/16,Woongarrah,2,5,2,707,House,5226,35256,5.323,-33.24015,151.47632,43,1.52,159.3,73.6
1780000,16/8/16,Church Point,3,4,2,1410,House,997,54132,0.721,-33.65154,151.28137,73,1.52,159.3,24.6
950000,16/8/16,Glen Alpine,4,5,2,1162,House,4559,41912,5.362,-34.08767,150.7719,121,1.52,159.3,47.41
883000,16/8/16,St Clair,3,5,3,625,House,19897,38896,7.204,-33.79794,150.78794,59,1.52,159.3,39.76
850000,16/8/16,St Clair,3,5,4,672,House,19897,38896,7.204,-33.79794,150.78794,59,1.52,159.3,39.76
820000,16/8/16,Greystanes,2,3,2,556,House,22802,33800,8.969,-33.82378,150.93855,62,1.52,159.3,25.53
680000,16/8/16,Mount Annan,2,4,1,619,House,11703,43680,10.226,-34.06403,150.76318,115,1.52,159.3,46.81
680000,16/8/16,Doonside,1,4,1,555,House,13451,27612,5.958,-33.76242,150.87007,44,1.52,159.3,33.46
